nameuser,ipint,usergroup,country,usermac,userworkstation,firstname,lastname,usercity
shirley_blake,10.12.121.113,FSR,au,3B:B4:7A:C5:B0:44,ws-shirley_blake,SHIRLEY,BLAKE,Melbourne
ellis_richardson,10.4.249.178,Groups,us,16:01:1B:45:61:B3,ws-ellis_richardson,ELLIS,RICHARDSON,Tampa
merlin_valdez,10.11.190.220,AZR,cz,82:C2:00:DD:DA:AD,ws-merlin_valdez,MERLIN,VALDEZ,Prague
candace_boone,10.13.75.35,ServiceAccounts,sg,7D:CF:38:98:D2:C6,ws-candace_boone,CANDACE,BOONE,Singapore
otto_carney,10.7.41.121,Devices,ie,BA:30:7A:98:0B:EA,ws-otto_carney,OTTO,CARNEY,Dublin
shawna_hopper,10.4.243.199,Test,us,0E:3E:A9:C5:48:12,ws-shawna_hopper,SHAWNA,HOPPER,Tampa
emmett_buckner,10.12.207.191,AWS,au,37:27:19:34:D8:09,ws-emmett_buckner,EMMETT,BUCKNER,Melbourne
jaime_duran,10.7.36.132,Groups,ie,AE:7B:E3:A2:1B:38,ws-jaime_duran,JAIME,DURAN,Dublin
stacy_blanchard,10.15.179.90,Test,jp,15:9A:13:35:FB:99,ws-stacy_blanchard,STACY,BLANCHARD,Tokyo
tyrone_aguilar,10.7.36.133,Staging,ie,FB:13:44:BC:42:F1,ws-tyrone_aguilar,TYRONE,AGUILAR,Dublin
mohammad_tucker,10.6.6.46,Groups,ie,06:C3:D4:1C:30:2E,ws-mohammad_tucker,MOHAMMAD,TUCKER,Belfast
lori_villarreal,10.1.117.162,Tier 2,us,D5:AF:94:03:FF:A2,ws-lori_villarreal,LORI,VILLARREAL,Boston
amber_berg,10.15.67.137,TST,jp,85:D5:55:E9:F6:2D,ws-amber_berg,AMBER,BERG,Tokyo
vicente_weeks,10.2.89.203,Devices,us,62:FB:66:30:B3:72,ws-vicente_weeks,VICENTE,WEEKS,Arlington
shelby_coffey,10.6.224.58,GOO,ie,7E:12:A0:93:62:47,ws-shelby_coffey,SHELBY,COFFEY,Belfast
branden_doyle,10.5.31.111,Unassociated,gb,1F:84:5D:4C:D1:43,ws-branden_doyle,BRANDEN,DOYLE,Reading
seymour_noel,10.7.67.107,Devices,ie,39:5C:23:F3:B2:03,ws-seymour_noel,SEYMOUR,NOEL,Dublin
terrence_palmer,10.11.9.172,Devices,cz,B4:02:B3:93:55:DB,ws-terrence_palmer,TERRENCE,PALMER,Prague
teddy_rich,10.6.172.74,ServiceAccounts,ie,59:D7:85:C7:CF:1D,ws-teddy_rich,TEDDY,RICH,Belfast
cory_spence,10.3.141.101,FIN,us,A2:51:5A:FF:10:E9,ws-cory_spence,CORY,SPENCE,Austin
dudley_frederick,10.1.39.136,FIN,us,ED:4A:17:21:69:95,ws-dudley_frederick,DUDLEY,FREDERICK,Boston
bud_contreras,10.3.166.176,ServiceAccounts,us,6D:B0:88:0A:A7:60,ws-bud_contreras,BUD,CONTRERAS,Austin
marty_valenzuela,10.15.112.154,Groups,jp,29:E6:45:6A:F5:DF,ws-marty_valenzuela,MARTY,VALENZUELA,Tokyo
fritz_spence,10.5.64.140,Devices,gb,27:A4:E8:5C:EE:8E,ws-fritz_spence,FRITZ,SPENCE,Reading
erich_herrera,10.13.190.198,Groups,sg,B8:A7:C2:3B:B2:17,ws-erich_herrera,ERICH,HERRERA,Singapore
tonia_valenzuela,10.9.31.9,Groups,de,E6:84:39:EA:B5:1C,ws-tonia_valenzuela,TONIA,VALENZUELA,Munich
errol_dominguez,10.14.101.31,HRE,il,99:33:9F:92:F6:B9,ws-errol_dominguez,ERROL,DOMINGUEZ,Tel Aviv
richie_crane,10.12.68.133,FIN,au,F0:89:D3:95:5A:B0,ws-richie_crane,RICHIE,CRANE,Melbourne
delmar_everett,10.14.242.32,Groups,il,5B:42:04:7E:51:99,ws-delmar_everett,DELMAR,EVERETT,Tel Aviv
lorrie_walter,10.13.188.18,Devices,sg,30:BF:E3:C5:E3:29,ws-lorrie_walter,LORRIE,WALTER,Singapore
mari_barrett,10.6.237.216,Devices,ie,5A:17:8A:22:3E:C6,ws-mari_barrett,MARI,BARRETT,Belfast
javier_benjamin,10.13.162.229,AZR,sg,8A:CA:9F:B5:CD:B3,ws-javier_benjamin,JAVIER,BENJAMIN,Singapore
katie_young,10.6.14.43,Test,ie,7A:BD:FF:DC:FD:D7,ws-katie_young,KATIE,YOUNG,Belfast
jess_foley,10.15.214.4,Groups,jp,5E:9E:17:DF:F3:36,ws-jess_foley,JESS,FOLEY,Tokyo
errol_acosta,10.12.15.222,T1-Roles,au,12:F8:ED:CC:ED:05,ws-errol_acosta,ERROL,ACOSTA,Melbourne
charles_rhodes,10.9.189.171,T2-Roles,de,34:3F:BD:AD:8F:11,ws-charles_rhodes,CHARLES,RHODES,Munich
addie_gentry,10.2.141.167,AZR,us,9B:58:D4:52:25:50,ws-addie_gentry,ADDIE,GENTRY,Arlington
armand_cole,10.7.237.97,Test,ie,07:A9:74:D6:BB:D4,ws-armand_cole,ARMAND,COLE,Dublin
terrell_hickman,10.11.114.74,T0-Roles,cz,9D:C8:30:12:D8:B7,ws-terrell_hickman,TERRELL,HICKMAN,Prague
merle_leon,10.3.173.167,ServiceAccounts,us,98:F6:09:2A:5E:5F,ws-merle_leon,MERLE,LEON,Austin
trent_richmond,10.16.72.195,Test,in,A8:D0:06:19:E7:14,ws-trent_richmond,TRENT,RICHMOND,Bangalore
andrew_everett,10.16.151.99,ServiceAccounts,in,CE:03:4E:F3:07:0F,ws-andrew_everett,ANDREW,EVERETT,Bangalore
sarah_chen,10.11.163.174,Groups,cz,EB:6A:15:00:C2:4C,ws-sarah_chen,SARAH,CHEN,Prague
patsy_holder,10.10.137.118,ServiceAccounts,fr,58:50:D0:D2:F4:03,ws-patsy_holder,PATSY,HOLDER,Paris
marcella_ochoa,10.7.198.208,Devices,ie,03:34:FE:CF:85:06,ws-marcella_ochoa,MARCELLA,OCHOA,Dublin
eugenio_henson,10.16.150.120,FSR,in,23:9F:9B:2B:82:8B,ws-eugenio_henson,EUGENIO,HENSON,Bangalore
charley_cortez,10.9.140.179,ServiceAccounts,de,D5:1B:48:9E:BA:35,ws-charley_cortez,CHARLEY,CORTEZ,Munich
joshua_newman,10.7.53.92,ServiceAccounts,ie,9E:58:E9:D4:4C:6C,ws-joshua_newman,JOSHUA,NEWMAN,Dublin
jennie_guzman,10.12.61.194,ServiceAccounts,au,53:13:24:6D:B4:83,ws-jennie_guzman,JENNIE,GUZMAN,Melbourne
augusta_jarvis,10.12.137.236,AZR,au,BF:A3:37:EF:6B:E4,ws-augusta_jarvis,AUGUSTA,JARVIS,Melbourne
derick_jenkins,10.6.174.156,ServiceAccounts,ie,73:17:D4:40:45:19,ws-derick_jenkins,DERICK,JENKINS,Belfast
sang_copeland,10.13.198.89,ServiceAccounts,sg,16:30:F9:CF:FB:53,ws-sang_copeland,SANG,COPELAND,Singapore
luther_chavez,10.6.245.104,ServiceAccounts,ie,EB:34:EF:EC:2C:9C,ws-luther_chavez,LUTHER,CHAVEZ,Belfast
fredrick_finley,10.3.217.27,ServiceAccounts,us,77:6C:CE:45:75:50,ws-fredrick_finley,FREDRICK,FINLEY,Austin
maxwell_benson,10.4.126.180,Test,us,BB:76:7C:66:20:F5,ws-maxwell_benson,MAXWELL,BENSON,Tampa
lane_sloan,10.4.136.95,TST,us,C1:CF:99:6F:D0:7C,ws-lane_sloan,LANE,SLOAN,Tampa
wayne_kirby,10.4.144.167,ServiceAccounts,us,FE:23:54:90:16:A5,ws-wayne_kirby,WAYNE,KIRBY,Tampa
audrey_ortiz,10.4.59.85,Groups,us,04:56:F8:93:85:AE,ws-audrey_ortiz,AUDREY,ORTIZ,Tampa
faith_calhoun,10.4.172.79,Test,us,8D:0D:6F:2E:EB:98,ws-faith_calhoun,FAITH,CALHOUN,Tampa
janet_cooke,10.4.50.211,Devices,us,66:79:89:1F:F2:DA,ws-janet_cooke,JANET,COOKE,Tampa
aline_gross,10.1.214.76,Groups,us,17:4C:C7:BA:B3:11,ws-aline_gross,ALINE,GROSS,Boston
kendall_hendrix,10.16.84.84,Groups,in,B6:89:96:E8:C9:5C,ws-kendall_hendrix,KENDALL,HENDRIX,Bangalore
jodie_farmer,10.10.122.19,OGC,fr,5D:FB:7F:96:52:9A,ws-jodie_farmer,JODIE,FARMER,Paris
moises_vega,10.5.27.47,FIN,gb,B3:46:C2:22:29:43,ws-moises_vega,MOISES,VEGA,Reading
chris_wallace,10.7.229.130,T1-Devices,ie,F4:14:C3:FE:C2:11,ws-chris_wallace,CHRIS,WALLACE,Dublin
fannie_hendricks,10.6.22.180,Devices,ie,B8:0E:EF:A2:88:79,ws-fannie_hendricks,FANNIE,HENDRICKS,Belfast
rosalind_maldonado,10.15.217.13,Tier 1,jp,42:77:21:4A:63:F5,ws-rosalind_maldonado,ROSALIND,MALDONADO,Tokyo
veronica_townsend,10.12.213.28,Groups,au,47:F1:4F:C2:9D:4A,ws-veronica_townsend,VERONICA,TOWNSEND,Melbourne
raphael_kidd,10.11.162.209,BDE,cz,51:5B:24:F8:9C:7E,ws-raphael_kidd,RAPHAEL,KIDD,Prague
donna_mcintosh,10.3.136.34,ServiceAccounts,us,F7:BB:43:7C:1A:6E,ws-donna_mcintosh,DONNA,MCINTOSH,Austin
marty_porter,10.3.162.143,Devices,us,20:1B:40:F9:BD:E5,ws-marty_porter,MARTY,PORTER,Austin
philip_britt,10.10.45.76,ITS,fr,BF:80:EF:F1:2E:21,ws-philip_britt,PHILIP,BRITT,Paris
herminia_jacobs,10.3.213.13,Test,us,A2:65:FB:CF:8B:CA,ws-herminia_jacobs,HERMINIA,JACOBS,Austin
cynthia_atkinson,10.5.170.17,Devices,gb,8D:B9:40:F1:B1:F1,ws-cynthia_atkinson,CYNTHIA,ATKINSON,Reading
nelson_erickson,10.10.201.118,Test,fr,2B:F1:A6:CE:F5:F3,ws-nelson_erickson,NELSON,ERICKSON,Paris
alphonse_ellison,10.2.46.147,ITS,us,53:1F:78:97:AE:B6,ws-alphonse_ellison,ALPHONSE,ELLISON,Arlington
alden_cook,10.2.252.202,FSR,us,F5:CA:9C:E9:2C:1A,ws-alden_cook,ALDEN,COOK,Arlington
mavis_wilkerson,10.8.142.108,ServiceAccounts,ie,D6:D9:23:7C:3D:FF,ws-mavis_wilkerson,MAVIS,WILKERSON,Galway
dollie_middleton,10.4.103.187,T2-Devices,us,68:5A:97:AB:11:49,ws-dollie_middleton,DOLLIE,MIDDLETON,Tampa
monty_prince,10.13.129.71,Admin,sg,68:5F:D7:73:5D:04,ws-monty_prince,MONTY,PRINCE,Singapore
antoinette_harringto,10.3.157.132,Devices,us,CD:25:82:E3:0F:18,ws-antoinette_harringto,ANTOINETTE,HARRINGTO,Austin
corine_keith,10.2.131.146,Test,us,A5:46:69:43:86:08,ws-corine_keith,CORINE,KEITH,Arlington
albert_delgado,10.14.6.212,Test,il,0E:85:1A:74:52:71,ws-albert_delgado,ALBERT,DELGADO,Tel Aviv
major_chambers,10.10.93.34,Groups,fr,C9:04:B7:BB:43:BD,ws-major_chambers,MAJOR,CHAMBERS,Paris
javier_nixon,10.2.102.146,Test,us,39:09:BD:35:86:60,ws-javier_nixon,JAVIER,NIXON,Arlington
felicia_cruz,10.10.246.75,ServiceAccounts,fr,32:09:58:64:13:8F,ws-felicia_cruz,FELICIA,CRUZ,Paris
loraine_rose,10.4.242.112,Groups,us,02:BF:3C:F6:EA:64,ws-loraine_rose,LORAINE,ROSE,Tampa
jamie_morse,10.14.48.29,Quarantine,il,84:E5:54:B0:84:3F,ws-jamie_morse,JAMIE,MORSE,Tel Aviv
trey_bowen,10.12.42.149,AZR,au,9C:B5:F2:BC:0B:E1,ws-trey_bowen,TREY,BOWEN,Melbourne
williams_dixon,10.13.231.86,AWS,sg,3F:2F:60:29:51:64,ws-williams_dixon,WILLIAMS,DIXON,Singapore
sabrina_lawson,10.14.30.166,FSR,il,F6:62:34:13:0A:39,ws-sabrina_lawson,SABRINA,LAWSON,Tel Aviv
jasper_cochran,10.7.250.83,Devices,ie,05:1E:56:C1:14:62,ws-jasper_cochran,JASPER,COCHRAN,Dublin
lorna_bond,10.7.171.226,OGC,ie,B6:3A:5B:2D:D3:AA,ws-lorna_bond,LORNA,BOND,Dublin
peggy_mcconnell,10.7.57.164,Test,ie,3B:31:B5:AA:92:C8,ws-peggy_mcconnell,PEGGY,MCCONNELL,Dublin
brice_rosales,10.6.14.206,Tier 1,ie,55:7F:10:89:6E:E6,ws-brice_rosales,BRICE,ROSALES,Belfast
alfred_brock,10.1.14.186,ESM,us,C5:4A:EB:D4:0C:23,ws-alfred_brock,ALFRED,BROCK,Boston
reggie_peters,10.13.186.136,Test,sg,2A:B8:09:96:C0:F8,ws-reggie_peters,REGGIE,PETERS,Singapore
danial_patterson,10.8.179.147,Devices,ie,2D:2C:A2:2C:2A:AB,ws-danial_patterson,DANIAL,PATTERSON,Galway
eleanor_fields,10.14.164.105,Devices,il,70:FE:8D:C5:94:A8,ws-eleanor_fields,ELEANOR,FIELDS,Tel Aviv
lawrence_joyce,10.13.188.225,ServiceAccounts,sg,01:E5:27:4B:E0:77,ws-lawrence_joyce,LAWRENCE,JOYCE,Singapore
donald_fletcher,10.13.94.11,HRE,sg,97:A3:AF:F2:54:14,ws-donald_fletcher,DONALD,FLETCHER,Singapore
aimee_ochoa,10.11.204.163,Groups,cz,EE:55:4C:D3:56:7D,ws-aimee_ochoa,AIMEE,OCHOA,Prague
milagros_kaufman,10.3.102.127,Devices,us,C3:22:30:B6:6E:62,ws-milagros_kaufman,MILAGROS,KAUFMAN,Austin
darrell_nicholson,10.1.143.120,Test,us,24:58:39:7B:AD:13,ws-darrell_nicholson,DARRELL,NICHOLSON,Boston
henry_hammond,10.14.99.69,Test,il,96:55:84:25:F9:2B,ws-henry_hammond,HENRY,HAMMOND,Tel Aviv
cameron_dyer,10.8.208.220,Tier 1,ie,DB:0D:2A:FB:76:2C,ws-cameron_dyer,CAMERON,DYER,Galway
hester_conrad,10.3.14.37,TST,us,37:A0:A4:CD:CC:E4,ws-hester_conrad,HESTER,CONRAD,Austin
mohammed_durham,10.8.66.222,Groups,ie,0B:F1:2A:15:32:F6,ws-mohammed_durham,MOHAMMED,DURHAM,Galway
jason_crane,10.10.211.169,Groups,fr,73:27:6D:05:DA:11,ws-jason_crane,JASON,CRANE,Paris
penelope_oneal,10.4.121.194,T1-Servers,us,6F:5F:C7:23:FE:FD,ws-penelope_oneal,PENELOPE,ONEAL,Tampa
summer_sherman,10.8.253.42,ServiceAccounts,ie,0F:80:BE:27:5E:14,ws-summer_sherman,SUMMER,SHERMAN,Galway
patty_knox,10.4.224.136,AWS,us,BF:AD:94:7B:69:46,ws-patty_knox,PATTY,KNOX,Tampa
willard_fox,10.8.130.253,ESM,ie,26:80:B8:C4:31:C4,ws-willard_fox,WILLARD,FOX,Galway
susanna_butler,10.9.84.129,T0-Roles,de,AE:58:57:4B:99:EE,ws-susanna_butler,SUSANNA,BUTLER,Munich
ilene_pugh,10.7.190.191,Test,ie,B3:9F:C2:06:F9:56,ws-ilene_pugh,ILENE,PUGH,Dublin
mason_munoz,10.10.194.153,Devices,fr,8D:89:BB:A4:2F:FA,ws-mason_munoz,MASON,MUNOZ,Paris
mayra_pate,10.3.253.140,ServiceAccounts,us,58:FE:30:74:E0:40,ws-mayra_pate,MAYRA,PATE,Austin
chi_benton,10.6.157.235,Groups,ie,F5:8A:D2:2C:0F:4E,ws-chi_benton,CHI,BENTON,Belfast
cedric_velasquez,10.14.220.59,Tier 1,il,3C:B6:D8:1D:9B:77,ws-cedric_velasquez,CEDRIC,VELASQUEZ,Tel Aviv
eloise_poole,10.1.14.253,ServiceAccounts,us,E3:13:19:C8:A1:40,ws-eloise_poole,ELOISE,POOLE,Boston
millard_rowe,10.1.132.248,Groups,us,B5:6E:95:86:A7:36,ws-millard_rowe,MILLARD,ROWE,Boston
tim_michael,10.16.12.218,ServiceAccounts,in,E5:A6:76:27:E2:27,ws-tim_michael,TIM,MICHAEL,Bangalore
kari_mccormick,10.14.88.8,Groups,il,73:3A:87:AB:1F:2C,ws-kari_mccormick,KARI,MCCORMICK,Tel Aviv
colin_bonner,10.6.3.50,Test,ie,9B:C5:9F:FE:EB:96,ws-colin_bonner,COLIN,BONNER,Belfast
octavio_dixon,10.7.29.32,Groups,ie,92:F7:A5:53:21:1C,ws-octavio_dixon,OCTAVIO,DIXON,Dublin
cecil_sanford,10.10.63.106,Groups,fr,50:9B:08:8E:7D:65,ws-cecil_sanford,CECIL,SANFORD,Paris
lynn_nguyen,10.4.156.20,Devices,us,89:B3:98:0B:1E:F7,ws-lynn_nguyen,LYNN,NGUYEN,Tampa
nanette_navarro,10.6.18.78,ITS,ie,F6:5D:EF:90:B6:7F,ws-nanette_navarro,NANETTE,NAVARRO,Belfast
sheila_skinner,10.7.139.25,Groups,ie,29:6B:9D:09:4E:5C,ws-sheila_skinner,SHEILA,SKINNER,Dublin
kristie_weiss,10.14.250.170,Devices,il,CA:12:C5:39:34:2E,ws-kristie_weiss,KRISTIE,WEISS,Tel Aviv
olin_kirk,10.7.2.99,Test,ie,66:50:5E:03:8F:F9,ws-olin_kirk,OLIN,KIRK,Dublin
vernon_lambert,10.6.75.97,Groups,ie,F3:E9:1C:F3:8F:E1,ws-vernon_lambert,VERNON,LAMBERT,Belfast
sammie_heath,10.10.238.29,Domain Controllers,fr,6E:6F:9F:0A:BC:A2,ws-sammie_heath,SAMMIE,HEATH,Paris
chris_brennan,10.15.123.69,Devices,jp,D7:F0:0E:6A:EC:70,ws-chris_brennan,CHRIS,BRENNAN,Tokyo
jennifer_callahan,10.7.81.244,Test,ie,B3:3E:89:E5:E1:41,ws-jennifer_callahan,JENNIFER,CALLAHAN,Dublin
joel_campbell,10.1.204.186,SEC,us,8A:FF:3B:62:1B:0B,ws-joel_campbell,JOEL,CAMPBELL,Boston
jannie_jefferson,10.7.202.97,T0-Accounts,ie,BD:A9:8B:AC:7D:F8,ws-jannie_jefferson,JANNIE,JEFFERSON,Dublin
justine_chandler,10.11.107.119,Devices,cz,14:DD:BC:EC:D8:AA,ws-justine_chandler,JUSTINE,CHANDLER,Prague
bill_bartlett,10.11.154.224,HRE,cz,B2:2C:DE:02:FA:3A,ws-bill_bartlett,BILL,BARTLETT,Prague
casey_knowles,10.14.170.19,Test,il,AD:47:52:78:A5:88,ws-casey_knowles,CASEY,KNOWLES,Tel Aviv
berta_higgins,10.5.219.237,ServiceAccounts,gb,3E:43:00:7E:7F:91,ws-berta_higgins,BERTA,HIGGINS,Reading
jennifer_sullivan,10.14.103.149,ServiceAccounts,il,A5:49:72:FA:4D:F7,ws-jennifer_sullivan,JENNIFER,SULLIVAN,Tel Aviv
salvador_neal,10.4.181.58,AZR,us,BE:E4:D1:1C:3F:07,ws-salvador_neal,SALVADOR,NEAL,Tampa
maryann_galloway,10.8.4.193,TST,ie,B8:6B:DF:B4:95:75,ws-maryann_galloway,MARYANN,GALLOWAY,Galway
robt_calderon,10.2.41.126,AWS,us,14:23:C6:3D:89:46,ws-robt_calderon,ROBT,CALDERON,Arlington
jim_harrison,10.14.234.56,T1-Servers,il,0D:7E:C9:C4:0B:DD,ws-jim_harrison,JIM,HARRISON,Tel Aviv
chris_mason,10.5.101.216,TST,gb,1E:4C:87:64:E9:D1,ws-chris_mason,CHRIS,MASON,Reading
tricia_harrell,10.16.181.115,Groups,in,00:A9:94:B3:24:85,ws-tricia_harrell,TRICIA,HARRELL,Bangalore
dionne_rush,10.15.23.68,FSR,jp,9C:30:2D:06:C9:69,ws-dionne_rush,DIONNE,RUSH,Tokyo
pearl_mcfadden,10.2.58.181,Test,us,CC:39:5D:B3:AC:3D,ws-pearl_mcfadden,PEARL,MCFADDEN,Arlington
rodrick_barrett,10.5.122.85,ServiceAccounts,gb,52:B7:7D:D1:82:22,ws-rodrick_barrett,RODRICK,BARRETT,Reading
deandre_gordon,10.3.87.238,Test,us,AE:9D:12:91:EC:92,ws-deandre_gordon,DEANDRE,GORDON,Austin
raymond_stanton,10.7.124.221,ServiceAccounts,ie,89:33:68:88:0F:F3,ws-raymond_stanton,RAYMOND,STANTON,Dublin
adolph_morin,10.11.20.187,Devices,cz,96:38:7A:0A:FB:47,ws-adolph_morin,ADOLPH,MORIN,Prague
jackie_dodson,10.1.18.198,ServiceAccounts,us,55:4F:1D:EB:64:E6,ws-jackie_dodson,JACKIE,DODSON,Boston
laurie_winters,10.2.169.201,ServiceAccounts,us,FA:E2:E7:3D:64:32,ws-laurie_winters,LAURIE,WINTERS,Arlington
bobbi_mcleod,10.1.205.69,Devices,us,1A:78:51:87:4B:C9,ws-bobbi_mcleod,BOBBI,MCLEOD,Boston
dominique_walter,10.9.209.79,FSR,de,A3:90:0C:A1:E7:A7,ws-dominique_walter,DOMINIQUE,WALTER,Munich
kate_dillon,10.4.143.108,ServiceAccounts,us,3E:3B:71:95:1E:D9,ws-kate_dillon,KATE,DILLON,Tampa
cyrus_harrison,10.2.226.165,Test,us,ED:3E:A9:DB:AF:5F,ws-cyrus_harrison,CYRUS,HARRISON,Arlington
luis_kelly,10.2.190.101,Groups,us,2B:7F:17:A8:28:11,ws-luis_kelly,LUIS,KELLY,Arlington
rebecca_manning,10.2.73.147,ServiceAccounts,us,0A:BF:6A:64:B7:76,ws-rebecca_manning,REBECCA,MANNING,Arlington
malcolm_burks,10.5.183.164,Test,gb,1F:00:01:EA:AC:A4,ws-malcolm_burks,MALCOLM,BURKS,Reading
otto_farrell,10.7.142.33,ESM,ie,A2:5D:E5:C0:7F:EB,ws-otto_farrell,OTTO,FARRELL,Dublin
bobbie_alston,10.5.185.232,Groups,gb,E9:23:6A:3B:C3:C8,ws-bobbie_alston,BOBBIE,ALSTON,Reading
bianca_barton,10.11.113.199,BDE,cz,80:67:2F:78:9A:ED,ws-bianca_barton,BIANCA,BARTON,Prague
alton_sanders,10.3.7.251,Groups,us,C9:08:F3:32:84:44,ws-alton_sanders,ALTON,SANDERS,Austin
ashley_stuart,10.13.128.50,Test,sg,83:72:0D:51:64:FF,ws-ashley_stuart,ASHLEY,STUART,Singapore
sally_lang,10.6.226.36,T0-Devices,ie,6E:8D:85:A3:1B:39,ws-sally_lang,SALLY,LANG,Belfast
lou_harper,10.12.72.61,Unassociated,au,3F:7E:04:76:D0:EA,ws-lou_harper,LOU,HARPER,Melbourne
rowena_nunez,10.16.87.24,Devices,in,11:17:DF:87:85:B5,ws-rowena_nunez,ROWENA,NUNEZ,Bangalore
shari_hatfield,10.15.16.160,Test,jp,B7:5E:E0:6D:37:92,ws-shari_hatfield,SHARI,HATFIELD,Tokyo
mitchel_howard,10.5.86.185,Groups,gb,1A:90:F6:AA:34:38,ws-mitchel_howard,MITCHEL,HOWARD,Reading
kristin_whitley,10.8.232.128,Devices,ie,D5:6D:76:90:66:63,ws-kristin_whitley,KRISTIN,WHITLEY,Galway
raymundo_wheeler,10.10.145.169,Test,fr,81:12:2D:CE:56:43,ws-raymundo_wheeler,RAYMUNDO,WHEELER,Paris
adrian_wells,10.7.251.54,Groups,ie,99:5C:5D:37:22:53,ws-adrian_wells,ADRIAN,WELLS,Dublin
romeo_sexton,10.1.95.97,T2-Servers,us,27:A8:5C:36:10:19,ws-romeo_sexton,ROMEO,SEXTON,Boston
allan_sykes,10.1.42.179,Tier 2,us,22:F9:86:C6:05:F9,ws-allan_sykes,ALLAN,SYKES,Boston
laverne_gentry,10.15.99.247,ServiceAccounts,jp,03:97:60:8A:52:EB,ws-laverne_gentry,LAVERNE,GENTRY,Tokyo
jon_bender,10.6.56.202,Tier 2,ie,D5:CD:8E:2E:1B:7B,ws-jon_bender,JON,BENDER,Belfast
natalia_clarke,10.12.24.64,Devices,au,6C:02:37:55:F4:88,ws-natalia_clarke,NATALIA,CLARKE,Melbourne
nanette_willis,10.7.71.30,GOO,ie,C2:92:D4:DB:C4:41,ws-nanette_willis,NANETTE,WILLIS,Dublin
brandon_brady,10.15.120.82,Groups,jp,26:B6:7B:0F:23:71,ws-brandon_brady,BRANDON,BRADY,Tokyo
humberto_dalton,10.5.242.220,Groups,gb,52:B1:64:BB:91:3E,ws-humberto_dalton,HUMBERTO,DALTON,Reading
crystal_erickson,10.11.182.252,T1-Permissions,cz,28:CD:F9:D8:65:B8,ws-crystal_erickson,CRYSTAL,ERICKSON,Prague
jacob_short,10.9.173.65,SEC,de,BE:31:EF:19:CF:A4,ws-jacob_short,JACOB,SHORT,Munich
corina_mendoza,10.9.146.252,ServiceAccounts,de,7E:98:F6:F2:42:B5,ws-corina_mendoza,CORINA,MENDOZA,Munich
erich_shepherd,10.13.13.74,Test,sg,0B:EF:12:7B:F2:4C,ws-erich_shepherd,ERICH,SHEPHERD,Singapore
drew_barrett,10.6.123.128,T2-Accounts,ie,F5:B6:FB:E9:E3:6E,ws-drew_barrett,DREW,BARRETT,Belfast
millie_moore,10.9.86.149,Groups,de,FB:53:F5:BC:33:92,ws-millie_moore,MILLIE,MOORE,Munich
mary_morton,10.12.117.129,Grouper-Groups,au,86:FE:21:38:39:65,ws-mary_morton,MARY,MORTON,Melbourne
marva_owens,10.12.33.181,ServiceAccounts,au,1D:C8:E3:56:73:33,ws-marva_owens,MARVA,OWENS,Melbourne
patrice_emerson,10.4.133.10,T0-Servers,us,A3:5D:7B:E2:0E:19,ws-patrice_emerson,PATRICE,EMERSON,Tampa
billie_burgess,10.13.67.43,Test,sg,CF:F5:8D:39:77:15,ws-billie_burgess,BILLIE,BURGESS,Singapore
patti_hunt,10.16.13.171,FSR,in,B6:8B:69:D1:BD:26,ws-patti_hunt,PATTI,HUNT,Bangalore
rick_warren,10.13.105.162,BDE,sg,BA:BD:14:C3:DB:6D,ws-rick_warren,RICK,WARREN,Singapore
saul_lewis,10.1.129.65,Devices,us,5F:31:4A:7B:31:FD,ws-saul_lewis,SAUL,LEWIS,Boston
consuelo_matthews,10.8.158.58,GOO,ie,49:66:89:B1:41:6F,ws-consuelo_matthews,CONSUELO,MATTHEWS,Galway
francisca_montgomery,10.14.210.58,Groups,il,EA:72:C6:4E:02:2E,ws-francisca_montgomery,FRANCISCA,MONTGOMERY,Tel Aviv
kendra_joyner,10.7.191.6,Test,ie,D6:AB:44:23:08:28,ws-kendra_joyner,KENDRA,JOYNER,Dublin
janine_wells,10.10.252.186,ServiceAccounts,fr,35:F3:47:4D:98:6A,ws-janine_wells,JANINE,WELLS,Paris
ava_gray,10.4.177.127,AZR,us,E0:B2:B6:87:61:4B,ws-ava_gray,AVA,GRAY,Tampa
ernest_kelly,10.13.138.26,Unassociated,sg,26:01:86:05:F6:6B,ws-ernest_kelly,ERNEST,KELLY,Singapore
debra_gonzalez,10.4.204.200,Deprovisioned,us,E0:16:6A:BC:5A:02,ws-debra_gonzalez,DEBRA,GONZALEZ,Tampa
louis_vang,10.8.52.54,T0-Servers,ie,A0:AB:7D:CF:DF:38,ws-louis_vang,LOUIS,VANG,Galway
earlene_morris,10.9.94.92,GOO,de,B6:44:91:6B:8E:E3,ws-earlene_morris,EARLENE,MORRIS,Munich
eula_petersen,10.8.115.125,ServiceAccounts,ie,CB:89:A9:62:C8:7C,ws-eula_petersen,EULA,PETERSEN,Galway
lisa_gonzales,10.3.243.84,AZR,us,71:E5:02:7A:F4:55,ws-lisa_gonzales,LISA,GONZALES,Austin
mallory_randall,10.7.47.198,ServiceAccounts,ie,6B:1A:9D:59:69:66,ws-mallory_randall,MALLORY,RANDALL,Dublin
cesar_camacho,10.9.131.118,Test,de,21:21:B5:52:24:A1,ws-cesar_camacho,CESAR,CAMACHO,Munich
