nameuser,ipint,usergroup,country,usermac,userworkstation,firstname,lastname,usercity
enid_frederick,10.13.72.151,Tier 1,sg,1E:DA:0A:5F:A1:62,ws-enid_frederick,ENID,FREDERICK,Singapore
alexis_hendrix,10.13.137.32,Devices,sg,1B:1E:15:33:85:86,ws-alexis_hendrix,ALEXIS,HENDRIX,Singapore
marisol_maldonado,10.3.16.236,T2-Permissions,us,DB:94:36:A3:1B:23,ws-marisol_maldonado,MARISOL,MALDONADO,Austin
gwendolyn_bonner,10.7.44.48,ESM,ie,21:9B:65:ED:ED:A7,ws-gwendolyn_bonner,GWENDOLYN,BONNER,Dublin
lonnie_castaneda,10.14.110.101,ITS,il,75:F0:2C:3C:90:62,ws-lonnie_castaneda,LONNIE,CASTANEDA,Tel Aviv
rodrick_ferrell,10.8.26.133,TST,ie,81:1E:B7:8F:22:D1,ws-rodrick_ferrell,RODRICK,FERRELL,Galway
shari_shaw,10.11.25.53,Stage,cz,46:F6:32:FB:76:10,ws-shari_shaw,SHARI,SHAW,Prague
lee_maddox,10.10.131.17,Admin,fr,A6:1E:E3:CD:6F:56,ws-lee_maddox,LEE,MADDOX,Paris
marjorie_mccormick,10.15.185.52,ServiceAccounts,jp,94:F6:F6:E2:AC:88,ws-marjorie_mccormick,MARJORIE,MCCORMICK,Tokyo
jerrod_lancaster,10.7.227.165,HRE,ie,CE:EB:44:51:53:45,ws-jerrod_lancaster,JERROD,LANCASTER,Dublin
byron_reeves,10.9.178.147,Groups,de,A1:B1:27:D0:1B:A4,ws-byron_reeves,BYRON,REEVES,Munich
rita_mccoy,10.4.141.164,Test,us,F0:C1:B0:E4:81:D1,ws-rita_mccoy,RITA,MCCOY,Tampa
samantha_mays,10.12.39.173,Devices,au,BE:80:97:5F:2D:C5,ws-samantha_mays,SAMANTHA,MAYS,Melbourne
sue_greene,10.15.60.164,GOO,jp,40:C0:D8:9E:22:09,ws-sue_greene,SUE,GREENE,Tokyo
bradley_conner,10.4.66.46,ServiceAccounts,us,B2:60:7D:2D:79:EF,ws-bradley_conner,BRADLEY,CONNER,Tampa
odell_watkins,10.7.82.60,People,ie,AE:06:60:03:0E:0D,ws-odell_watkins,ODELL,WATKINS,Dublin
tomas_sims,10.16.177.130,T0-Servers,in,E0:FB:6C:DA:4A:8F,ws-tomas_sims,TOMAS,SIMS,Bangalore
polly_matthews,10.16.219.198,ServiceAccounts,in,2E:93:FA:56:8A:CB,ws-polly_matthews,POLLY,MATTHEWS,Bangalore
vern_lane,10.15.128.237,SEC,jp,BA:B6:E4:A4:DC:89,ws-vern_lane,VERN,LANE,Tokyo
bradley_saunders,10.10.158.171,ServiceAccounts,fr,8A:75:69:69:03:50,ws-bradley_saunders,BRADLEY,SAUNDERS,Paris
stanley_burks,10.8.235.91,Groups,ie,8F:7F:E6:F0:77:DC,ws-stanley_burks,STANLEY,BURKS,Galway
arnulfo_snider,10.14.43.55,ServiceAccounts,il,3F:FF:5D:C1:96:9F,ws-arnulfo_snider,ARNULFO,SNIDER,Tel Aviv
billie_patton,10.9.162.106,Groups,de,EA:F5:96:B5:95:23,ws-billie_patton,BILLIE,PATTON,Munich
claudia_ramirez,10.4.142.111,Devices,us,6D:50:23:27:4C:E0,ws-claudia_ramirez,CLAUDIA,RAMIREZ,Tampa
patty_romero,10.2.13.200,Groups,us,B6:75:2E:7F:94:F2,ws-patty_romero,PATTY,ROMERO,Arlington
harley_walters,10.3.204.49,SEC,us,2B:B8:4E:17:90:71,ws-harley_walters,HARLEY,WALTERS,Austin
bradford_christensen,10.1.63.24,GOO,us,F9:DD:6B:78:97:67,ws-bradford_christensen,BRADFORD,CHRISTENSEN,Boston
carlton_sanders,10.6.7.80,Devices,ie,D8:E8:A8:08:66:C3,ws-carlton_sanders,CARLTON,SANDERS,Belfast
lamont_tyler,10.16.162.120,Devices,in,FE:3E:F0:24:EF:74,ws-lamont_tyler,LAMONT,TYLER,Bangalore
eugenia_kirby,10.10.109.16,ServiceAccounts,fr,1C:5A:C0:56:66:95,ws-eugenia_kirby,EUGENIA,KIRBY,Paris
phyllis_randolph,10.15.219.181,Devices,jp,85:F3:BB:8F:79:4F,ws-phyllis_randolph,PHYLLIS,RANDOLPH,Tokyo
lewis_hawkins,10.15.45.151,Domain Controllers,jp,A3:84:89:C7:B7:34,ws-lewis_hawkins,LEWIS,HAWKINS,Tokyo
earnest_wise,10.11.166.79,Domain Controllers,cz,DE:2A:E0:DC:3A:A1,ws-earnest_wise,EARNEST,WISE,Prague
mervin_cochran,10.1.222.216,Groups,us,66:7D:43:ED:3E:B1,ws-mervin_cochran,MERVIN,COCHRAN,Boston
desiree_knight,10.8.41.20,Devices,ie,06:45:75:8D:4C:29,ws-desiree_knight,DESIREE,KNIGHT,Galway
lily_mullins,10.16.97.73,ServiceAccounts,in,52:BA:76:6F:90:3C,ws-lily_mullins,LILY,MULLINS,Bangalore
lula_james,10.1.129.172,Devices,us,BA:8C:2E:F0:87:94,ws-lula_james,LULA,JAMES,Boston
margo_hull,10.15.168.92,Groups,jp,D3:8F:D8:47:9E:FA,ws-margo_hull,MARGO,HULL,Tokyo
otis_lucas,10.2.134.192,Test,us,B2:88:D2:46:5B:36,ws-otis_lucas,OTIS,LUCAS,Arlington
collin_conner,10.10.174.46,SEC,fr,B1:E4:56:F8:72:27,ws-collin_conner,COLLIN,CONNER,Paris
alfredo_flores,10.8.239.196,Devices,ie,68:0D:09:D9:EC:C9,ws-alfredo_flores,ALFREDO,FLORES,Galway
jasmine_finley,10.15.33.28,AWS-Labs,jp,E4:FB:FF:13:04:B3,ws-jasmine_finley,JASMINE,FINLEY,Tokyo
janette_dejesus,10.9.36.175,Groups,de,54:5F:97:82:96:2B,ws-janette_dejesus,JANETTE,DEJESUS,Munich
efren_rodgers,10.14.22.107,GOO,il,F4:79:72:FB:DB:25,ws-efren_rodgers,EFREN,RODGERS,Tel Aviv
stanley_phillips,10.6.80.151,TST,ie,7F:89:CD:C6:9A:F5,ws-stanley_phillips,STANLEY,PHILLIPS,Belfast
maura_ramos,10.3.226.241,Groups,us,C6:7C:46:1E:70:D1,ws-maura_ramos,MAURA,RAMOS,Austin
rickie_woodard,10.8.34.175,Unassociated,ie,7E:C8:DC:AE:E4:46,ws-rickie_woodard,RICKIE,WOODARD,Galway
brenton_stone,10.5.244.94,Devices,gb,C8:AC:E6:A4:B6:87,ws-brenton_stone,BRENTON,STONE,Reading
diane_ball,10.11.178.223,Devices,cz,2D:B0:37:C4:DC:1A,ws-diane_ball,DIANE,BALL,Prague
eve_snider,10.7.242.77,Groups,ie,37:27:6D:DB:A7:D0,ws-eve_snider,EVE,SNIDER,Dublin
berta_ryan,10.9.107.15,AZR,de,B9:1E:DA:9E:66:1E,ws-berta_ryan,BERTA,RYAN,Munich
lawanda_johns,10.5.58.6,FSR,gb,A7:24:C5:51:5C:F8,ws-lawanda_johns,LAWANDA,JOHNS,Reading
gerry_kidd,10.3.230.107,ServiceAccounts,us,5E:86:69:81:A5:33,ws-gerry_kidd,GERRY,KIDD,Austin
marcelo_kerr,10.14.12.41,Staging,il,25:52:33:3D:79:B6,ws-marcelo_kerr,MARCELO,KERR,Tel Aviv
kareem_duran,10.12.33.1,Test,au,FC:E4:63:A3:30:DD,ws-kareem_duran,KAREEM,DURAN,Melbourne
reinaldo_wood,10.3.101.207,TST,us,4E:A2:7D:40:A4:C8,ws-reinaldo_wood,REINALDO,WOOD,Austin
chance_perez,10.2.59.75,AWS,us,00:F6:AB:53:25:A3,ws-chance_perez,CHANCE,PEREZ,Arlington
gavin_knowles,10.5.221.140,AZR,gb,54:73:70:7F:C4:4D,ws-gavin_knowles,GAVIN,KNOWLES,Reading
carlo_ware,10.6.138.136,Tier 2,ie,15:26:57:29:1D:52,ws-carlo_ware,CARLO,WARE,Belfast
carolina_jensen,10.2.95.129,Test,us,CF:BA:82:58:E8:7D,ws-carolina_jensen,CAROLINA,JENSEN,Arlington
bret_kelly,10.16.242.139,Admin,in,DF:6D:7C:2F:66:C0,ws-bret_kelly,BRET,KELLY,Bangalore
rena_boyd,10.16.227.239,ServiceAccounts,in,57:60:61:70:F4:AB,ws-rena_boyd,RENA,BOYD,Bangalore
allen_mays,10.12.87.69,Test,au,56:11:C0:6E:6C:51,ws-allen_mays,ALLEN,MAYS,Melbourne
eldon_atkins,10.3.102.59,Devices,us,44:E1:4A:02:56:6C,ws-eldon_atkins,ELDON,ATKINS,Austin
chasity_hull,10.15.39.67,Test,jp,B3:61:78:07:F2:7C,ws-chasity_hull,CHASITY,HULL,Tokyo
clair_mckinney,10.8.249.239,Groups,ie,F3:FA:C9:27:8D:76,ws-clair_mckinney,CLAIR,MCKINNEY,Galway
scot_walter,10.15.28.205,ServiceAccounts,jp,C0:C0:A6:1B:2E:2D,ws-scot_walter,SCOT,WALTER,Tokyo
curt_gibson,10.11.224.21,Devices,cz,5B:C6:BF:25:63:71,ws-curt_gibson,CURT,GIBSON,Prague
felix_bray,10.9.56.97,ServiceAccounts,de,C3:5B:46:89:8E:98,ws-felix_bray,FELIX,BRAY,Munich
hugh_hooper,10.12.55.149,Groups,au,0F:80:5E:C0:B9:01,ws-hugh_hooper,HUGH,HOOPER,Melbourne
sylvester_reese,10.4.219.211,T0-Roles,us,D9:CF:86:46:86:E4,ws-sylvester_reese,SYLVESTER,REESE,Tampa
lara_patton,10.3.190.46,T2-Devices,us,05:65:EE:89:5D:FA,ws-lara_patton,LARA,PATTON,Austin
candy_odonnell,10.5.29.177,T1-Roles,gb,BD:65:90:BD:62:92,ws-candy_odonnell,CANDY,ODONNELL,Reading
jefferey_charles,10.9.165.156,ServiceAccounts,de,E6:4A:A1:ED:A7:34,ws-jefferey_charles,JEFFEREY,CHARLES,Munich
charlene_mcintosh,10.1.228.246,ServiceAccounts,us,5B:31:1A:5A:E6:F1,ws-charlene_mcintosh,CHARLENE,MCINTOSH,Boston
deanne_oneill,10.8.239.129,T2-Servers,ie,BF:1B:5A:1D:1C:AB,ws-deanne_oneill,DEANNE,ONEILL,Galway
cindy_harris,10.11.79.33,Test,cz,B0:DA:2F:E9:F6:7F,ws-cindy_harris,CINDY,HARRIS,Prague
kathrine_bauer,10.2.79.106,ServiceAccounts,us,9B:D0:83:79:86:AC,ws-kathrine_bauer,KATHRINE,BAUER,Arlington
bruno_watts,10.7.229.102,ServiceAccounts,ie,FD:9E:25:C3:02:47,ws-bruno_watts,BRUNO,WATTS,Dublin
bertha_lyons,10.14.160.150,TST,il,7C:79:5F:07:00:26,ws-bertha_lyons,BERTHA,LYONS,Tel Aviv
gloria_spence,10.15.214.120,Devices,jp,57:7F:52:53:3D:62,ws-gloria_spence,GLORIA,SPENCE,Tokyo
abel_sanchez,10.5.122.28,ServiceAccounts,gb,84:DF:51:BC:75:03,ws-abel_sanchez,ABEL,SANCHEZ,Reading
moses_pittman,10.11.221.13,Stage,cz,76:72:48:11:B7:D1,ws-moses_pittman,MOSES,PITTMAN,Prague
dante_lee,10.1.34.230,Test,us,33:99:11:65:18:30,ws-dante_lee,DANTE,LEE,Boston
howard_rush,10.14.183.137,SEC,il,14:8D:A3:3B:FF:62,ws-howard_rush,HOWARD,RUSH,Tel Aviv
sofia_dominguez,10.13.145.36,Test,sg,65:9B:EA:B7:1C:15,ws-sofia_dominguez,SOFIA,DOMINGUEZ,Singapore
paula_gates,10.4.50.5,Devices,us,24:44:79:C6:D3:DB,ws-paula_gates,PAULA,GATES,Tampa
linwood_herman,10.13.113.232,ServiceAccounts,sg,E4:F3:56:BD:10:33,ws-linwood_herman,LINWOOD,HERMAN,Singapore
zachary_russell,10.4.39.173,SEC,us,A7:81:CD:02:14:98,ws-zachary_russell,ZACHARY,RUSSELL,Tampa
mandy_mccray,10.16.63.237,Devices,in,80:34:73:13:A1:4B,ws-mandy_mccray,MANDY,MCCRAY,Bangalore
candace_albert,10.7.168.64,Test,ie,3C:EB:BE:69:A7:CE,ws-candace_albert,CANDACE,ALBERT,Dublin
arline_day,10.9.78.206,ServiceAccounts,de,36:55:12:17:9C:85,ws-arline_day,ARLINE,DAY,Munich
dean_michael,10.5.54.174,Test,gb,16:39:A3:95:32:E5,ws-dean_michael,DEAN,MICHAEL,Reading
alfredo_may,10.15.130.19,Test,jp,08:B7:3F:09:15:CD,ws-alfredo_may,ALFREDO,MAY,Tokyo
celeste_petty,10.8.11.89,FSR,ie,42:DF:DC:D4:E7:C9,ws-celeste_petty,CELESTE,PETTY,Galway
liliana_donovan,10.6.118.249,Quarantine,ie,C3:1A:0B:2C:7A:5F,ws-liliana_donovan,LILIANA,DONOVAN,Belfast
gonzalo_mays,10.14.224.77,Groups,il,66:E5:2C:CA:49:D2,ws-gonzalo_mays,GONZALO,MAYS,Tel Aviv
trevor_rios,10.15.133.248,ServiceAccounts,jp,8B:EC:FE:11:F8:03,ws-trevor_rios,TREVOR,RIOS,Tokyo
carey_black,10.2.90.230,Tier 1,us,ED:94:05:B7:88:AE,ws-carey_black,CAREY,BLACK,Arlington
landon_burris,10.12.115.204,Test,au,23:85:1C:59:F9:11,ws-landon_burris,LANDON,BURRIS,Melbourne
angel_richards,10.6.10.15,Tier 2,ie,25:70:02:3D:15:F6,ws-angel_richards,ANGEL,RICHARDS,Belfast
teri_white,10.2.66.154,ServiceAccounts,us,AD:19:5D:97:39:39,ws-teri_white,TERI,WHITE,Arlington
ahmed_swanson,10.3.226.143,ServiceAccounts,us,3E:FA:6D:11:18:F5,ws-ahmed_swanson,AHMED,SWANSON,Austin
charmaine_weber,10.15.80.193,People,jp,FD:33:D7:C2:DC:27,ws-charmaine_weber,CHARMAINE,WEBER,Tokyo
burl_knox,10.14.162.207,FSR,il,37:0C:70:0E:AD:2F,ws-burl_knox,BURL,KNOX,Tel Aviv
weldon_montgomery,10.13.40.10,ITS,sg,52:18:A0:37:75:CA,ws-weldon_montgomery,WELDON,MONTGOMERY,Singapore
miranda_little,10.13.3.198,Devices,sg,57:59:E7:AE:84:6F,ws-miranda_little,MIRANDA,LITTLE,Singapore
jewell_moran,10.14.176.240,Test,il,6A:1F:95:22:F1:B3,ws-jewell_moran,JEWELL,MORAN,Tel Aviv
chance_mitchell,10.16.129.250,Domain Controllers,in,48:0B:7D:68:2F:FB,ws-chance_mitchell,CHANCE,MITCHELL,Bangalore
alissa_key,10.1.137.252,Devices,us,47:45:19:11:BA:36,ws-alissa_key,ALISSA,KEY,Boston
dexter_caldwell,10.9.136.163,OGC,de,16:32:3E:AE:C4:D6,ws-dexter_caldwell,DEXTER,CALDWELL,Munich
nolan_juarez,10.14.128.38,Devices,il,99:24:31:F0:45:4C,ws-nolan_juarez,NOLAN,JUAREZ,Tel Aviv
brad_mueller,10.11.141.119,Test,cz,9B:4A:E6:78:30:4D,ws-brad_mueller,BRAD,MUELLER,Prague
kenny_cantu,10.11.221.15,FIN,cz,58:00:04:5C:8A:77,ws-kenny_cantu,KENNY,CANTU,Prague
marguerite_newman,10.4.97.222,ServiceAccounts,us,EA:6D:76:8F:BF:77,ws-marguerite_newman,MARGUERITE,NEWMAN,Tampa
reinaldo_buck,10.12.161.217,ITS,au,0C:B2:82:42:73:15,ws-reinaldo_buck,REINALDO,BUCK,Melbourne
maxwell_wilcox,10.4.132.15,SEC,us,84:59:79:8C:DF:4A,ws-maxwell_wilcox,MAXWELL,WILCOX,Tampa
krystal_stevenson,10.15.128.102,GOO,jp,E6:AD:82:52:51:8A,ws-krystal_stevenson,KRYSTAL,STEVENSON,Tokyo
charlie_walls,10.14.91.103,Devices,il,24:89:A9:E3:88:AB,ws-charlie_walls,CHARLIE,WALLS,Tel Aviv
rosa_lowe,10.3.48.19,Deprovisioned,us,CF:F2:BF:A3:F6:D7,ws-rosa_lowe,ROSA,LOWE,Austin
cherry_velazquez,10.7.190.43,T1-Permissions,ie,AA:AA:62:2B:72:BE,ws-cherry_velazquez,CHERRY,VELAZQUEZ,Dublin
charity_soto,10.12.39.34,Test,au,13:97:33:B7:23:E1,ws-charity_soto,CHARITY,SOTO,Melbourne
evangeline_walter,10.9.103.62,TST,de,A0:DD:38:0C:E5:B5,ws-evangeline_walter,EVANGELINE,WALTER,Munich
adrian_patrick,10.10.131.125,Test,fr,D2:87:F9:CB:D1:6E,ws-adrian_patrick,ADRIAN,PATRICK,Paris
van_maxwell,10.8.178.224,Groups,ie,8C:0C:AA:AA:B9:9B,ws-van_maxwell,VAN,MAXWELL,Galway
wilfredo_hunter,10.13.207.85,Devices,sg,B3:FC:9D:AA:EE:5A,ws-wilfredo_hunter,WILFREDO,HUNTER,Singapore
nathan_miller,10.7.23.31,Test,ie,03:B8:11:BD:7E:B6,ws-nathan_miller,NATHAN,MILLER,Dublin
isabel_wiggins,10.5.123.152,Test,gb,8E:61:40:14:88:A6,ws-isabel_wiggins,ISABEL,WIGGINS,Reading
jana_powell,10.13.80.98,Staging,sg,22:C8:74:10:89:08,ws-jana_powell,JANA,POWELL,Singapore
tricia_shelton,10.12.86.233,TST,au,38:20:F7:B5:CB:18,ws-tricia_shelton,TRICIA,SHELTON,Melbourne
olivia_riddle,10.5.40.40,Groups,gb,B9:39:6B:2B:E3:E1,ws-olivia_riddle,OLIVIA,RIDDLE,Reading
kristine_hill,10.15.117.60,Groups,jp,64:05:91:60:8B:E7,ws-kristine_hill,KRISTINE,HILL,Tokyo
drew_duncan,10.16.73.201,Test,in,21:A1:D5:FD:F4:B7,ws-drew_duncan,DREW,DUNCAN,Bangalore
jerald_noble,10.9.181.237,ServiceAccounts,de,79:9C:E6:41:94:41,ws-jerald_noble,JERALD,NOBLE,Munich
lucinda_watts,10.8.235.183,GOO,ie,34:9E:AA:44:DD:AB,ws-lucinda_watts,LUCINDA,WATTS,Galway
ernestine_coleman,10.6.84.137,Quarantine,ie,00:04:28:71:B4:75,ws-ernestine_coleman,ERNESTINE,COLEMAN,Belfast
leticia_doyle,10.10.241.112,Groups,fr,3F:DF:BD:B8:18:B6,ws-leticia_doyle,LETICIA,DOYLE,Paris
patrick_barry,10.3.24.87,ESM,us,8D:77:4D:B6:0E:EC,ws-patrick_barry,PATRICK,BARRY,Austin
celina_waller,10.15.84.2,Test,jp,58:B8:A6:D2:22:A7,ws-celina_waller,CELINA,WALLER,Tokyo
esperanza_higgins,10.14.229.10,Tier 1,il,D7:14:3F:69:19:7E,ws-esperanza_higgins,ESPERANZA,HIGGINS,Tel Aviv
frieda_floyd,10.5.232.10,Devices,gb,62:A5:70:4C:6C:33,ws-frieda_floyd,FRIEDA,FLOYD,Reading
reed_melton,10.8.52.122,ESM,ie,71:93:C5:53:D9:C5,ws-reed_melton,REED,MELTON,Galway
sheila_perry,10.7.175.165,Groups,ie,69:92:56:98:83:65,ws-sheila_perry,SHEILA,PERRY,Dublin
mohamed_wilkinson,10.5.50.124,Test,gb,36:BB:4B:4E:60:B5,ws-mohamed_wilkinson,MOHAMED,WILKINSON,Reading
brooke_rosa,10.5.108.202,Groups,gb,18:41:8C:C9:C0:EA,ws-brooke_rosa,BROOKE,ROSA,Reading
earnestine_anthony,10.4.8.23,Devices,us,6A:23:23:5F:94:8B,ws-earnestine_anthony,EARNESTINE,ANTHONY,Tampa
lewis_hess,10.15.231.182,ServiceAccounts,jp,B3:DD:3C:5E:75:56,ws-lewis_hess,LEWIS,HESS,Tokyo
theodore_vang,10.5.208.208,HRE,gb,81:FA:20:CB:93:52,ws-theodore_vang,THEODORE,VANG,Reading
joanne_skinner,10.15.2.103,Test,jp,E5:72:CC:3B:A9:39,ws-joanne_skinner,JOANNE,SKINNER,Tokyo
harvey_velazquez,10.4.127.132,Devices,us,66:AC:94:4A:90:B8,ws-harvey_velazquez,HARVEY,VELAZQUEZ,Tampa
rocco_horton,10.6.154.117,Devices,ie,E1:90:93:A9:17:11,ws-rocco_horton,ROCCO,HORTON,Belfast
nick_rivas,10.13.130.237,People,sg,53:9B:CD:A6:32:EB,ws-nick_rivas,NICK,RIVAS,Singapore
archie_abbott,10.16.52.154,Groups,in,0B:47:64:B3:B1:98,ws-archie_abbott,ARCHIE,ABBOTT,Bangalore
tomas_mccormick,10.4.237.191,Groups,us,25:85:62:1B:C6:9E,ws-tomas_mccormick,TOMAS,MCCORMICK,Tampa
shane_weaver,10.7.16.239,Devices,ie,5A:46:CA:13:C1:60,ws-shane_weaver,SHANE,WEAVER,Dublin
cruz_johnston,10.7.221.74,Groups,ie,E8:FC:80:C2:B9:53,ws-cruz_johnston,CRUZ,JOHNSTON,Dublin
lon_sherman,10.10.93.232,Groups,fr,83:02:3A:E4:50:53,ws-lon_sherman,LON,SHERMAN,Paris
marcia_weeks,10.4.245.239,ServiceAccounts,us,9A:DF:01:3D:58:83,ws-marcia_weeks,MARCIA,WEEKS,Tampa
phil_petersen,10.9.90.151,Groups,de,5D:59:07:21:E9:4E,ws-phil_petersen,PHIL,PETERSEN,Munich
blanca_spencer,10.7.2.163,Devices,ie,BE:4F:FB:72:E6:EF,ws-blanca_spencer,BLANCA,SPENCER,Dublin
napoleon_bryant,10.4.249.22,ServiceAccounts,us,91:AB:76:15:93:36,ws-napoleon_bryant,NAPOLEON,BRYANT,Tampa
rene_merritt,10.7.198.133,Groups,ie,01:EB:62:76:A4:17,ws-rene_merritt,RENE,MERRITT,Dublin
violet_flores,10.11.25.153,Devices,cz,9A:DB:55:0B:4A:B6,ws-violet_flores,VIOLET,FLORES,Prague
aimee_tyler,10.12.115.102,SEC,au,49:D3:FF:EF:3A:07,ws-aimee_tyler,AIMEE,TYLER,Melbourne
jean_ewing,10.13.94.76,AZR,sg,5F:C3:4A:6B:58:A2,ws-jean_ewing,JEAN,EWING,Singapore
joseph_bright,10.11.29.216,T2-Servers,cz,9A:79:1D:A6:07:54,ws-joseph_bright,JOSEPH,BRIGHT,Prague
clayton_myers,10.10.49.229,Devices,fr,90:1D:4A:9C:6F:61,ws-clayton_myers,CLAYTON,MYERS,Paris
sophie_sampson,10.12.165.94,TST,au,C1:FD:D5:21:57:EA,ws-sophie_sampson,SOPHIE,SAMPSON,Melbourne
trent_ashley,10.10.71.91,Groups,fr,B9:3B:0A:73:44:40,ws-trent_ashley,TRENT,ASHLEY,Paris
clifford_kent,10.1.145.154,ServiceAccounts,us,D5:C1:C8:42:EE:1F,ws-clifford_kent,CLIFFORD,KENT,Boston
shelley_hatfield,10.6.81.60,T1-Accounts,ie,14:AF:0B:A6:85:75,ws-shelley_hatfield,SHELLEY,HATFIELD,Belfast
ronny_hicks,10.6.83.166,ServiceAccounts,ie,A1:54:8E:F9:15:39,ws-ronny_hicks,RONNY,HICKS,Belfast
sal_short,10.11.76.123,AZR,cz,C9:15:8B:4D:A9:BD,ws-sal_short,SAL,SHORT,Prague
twila_marsh,10.13.102.158,Test,sg,0D:C2:64:FA:C7:44,ws-twila_marsh,TWILA,MARSH,Singapore
paula_reid,10.9.165.121,Groups,de,6D:76:7F:54:12:3A,ws-paula_reid,PAULA,REID,Munich
earnest_norris,10.8.253.171,FIN,ie,01:15:14:6E:C7:58,ws-earnest_norris,EARNEST,NORRIS,Galway
dorothea_wooten,10.14.132.244,Test,il,C8:36:B5:2C:D2:21,ws-dorothea_wooten,DOROTHEA,WOOTEN,Tel Aviv
dena_huber,10.1.212.196,Groups,us,2B:2A:21:9E:4D:99,ws-dena_huber,DENA,HUBER,Boston
mariana_little,10.16.26.80,BDE,in,24:6D:F7:45:4D:78,ws-mariana_little,MARIANA,LITTLE,Bangalore
francine_humphrey,10.12.192.173,Devices,au,8F:A5:2C:F9:50:4F,ws-francine_humphrey,FRANCINE,HUMPHREY,Melbourne
edwina_reed,10.4.233.195,Groups,us,F6:80:C4:93:D8:46,ws-edwina_reed,EDWINA,REED,Tampa
ann_morton,10.4.146.134,Test,us,AA:64:F6:D9:90:CC,ws-ann_morton,ANN,MORTON,Tampa
lorena_floyd,10.7.162.204,Tier 2,ie,B1:59:51:0E:16:B8,ws-lorena_floyd,LORENA,FLOYD,Dublin
janie_harper,10.8.195.220,Groups,ie,89:99:46:A6:D5:1E,ws-janie_harper,JANIE,HARPER,Galway
jeffrey_rojas,10.9.175.57,Groups,de,FF:CD:97:A3:B7:E7,ws-jeffrey_rojas,JEFFREY,ROJAS,Munich
hung_mueller,10.14.172.243,Devices,il,AE:84:C1:6F:D6:66,ws-hung_mueller,HUNG,MUELLER,Tel Aviv
doug_cohen,10.13.38.198,Devices,sg,CA:36:6F:52:86:BF,ws-doug_cohen,DOUG,COHEN,Singapore
opal_langley,10.8.56.88,Devices,ie,58:75:64:34:07:D7,ws-opal_langley,OPAL,LANGLEY,Galway
vicente_chang,10.15.199.23,ServiceAccounts,jp,A4:ED:FC:98:BC:3A,ws-vicente_chang,VICENTE,CHANG,Tokyo
adele_ballard,10.11.236.89,Groups,cz,4C:C2:30:98:F5:57,ws-adele_ballard,ADELE,BALLARD,Prague
ward_barrera,10.11.44.113,Test,cz,7E:95:7A:35:BD:D3,ws-ward_barrera,WARD,BARRERA,Prague
shelly_davenport,10.14.236.33,Groups,il,77:76:EA:36:55:EE,ws-shelly_davenport,SHELLY,DAVENPORT,Tel Aviv
caleb_pena,10.2.228.238,ServiceAccounts,us,CC:DA:18:11:82:B8,ws-caleb_pena,CALEB,PENA,Arlington
nita_grimes,10.14.72.218,Groups,il,24:15:69:4C:B4:E8,ws-nita_grimes,NITA,GRIMES,Tel Aviv
anita_castaneda,10.13.125.40,Test,sg,A6:78:7B:0B:D6:CE,ws-anita_castaneda,ANITA,CASTANEDA,Singapore
garth_alvarez,10.10.192.92,Test,fr,F1:E4:9D:0E:79:20,ws-garth_alvarez,GARTH,ALVAREZ,Paris
dana_trujillo,10.16.94.6,Devices,in,A6:28:0F:15:4A:ED,ws-dana_trujillo,DANA,TRUJILLO,Bangalore
doreen_shepard,10.5.185.156,Devices,gb,10:7B:2D:E0:A8:05,ws-doreen_shepard,DOREEN,SHEPARD,Reading
cornelia_osborn,10.8.174.56,FIN,ie,B1:76:B3:7A:C9:D1,ws-cornelia_osborn,CORNELIA,OSBORN,Galway
grant_lancaster,10.6.29.133,OGC,ie,02:EA:95:78:65:8F,ws-grant_lancaster,GRANT,LANCASTER,Belfast
wendi_branch,10.2.242.242,Groups,us,C1:49:A5:3F:7C:C7,ws-wendi_branch,WENDI,BRANCH,Arlington
peter_randall,10.9.101.91,Devices,de,D5:90:3C:77:8D:5D,ws-peter_randall,PETER,RANDALL,Munich
alejandra_salinas,10.9.82.184,Test,de,A2:D9:A1:EB:53:BF,ws-alejandra_salinas,ALEJANDRA,SALINAS,Munich
royce_mathis,10.10.221.28,Devices,fr,54:CC:08:52:C3:44,ws-royce_mathis,ROYCE,MATHIS,Paris
juliette_waller,10.15.36.241,T2-Permissions,jp,49:51:22:C9:93:83,ws-juliette_waller,JULIETTE,WALLER,Tokyo
alisa_grant,10.2.174.114,Devices,us,6A:51:19:CC:2F:4D,ws-alisa_grant,ALISA,GRANT,Arlington
rachel_barry,10.13.193.70,Test,sg,80:16:44:66:28:3C,ws-rachel_barry,RACHEL,BARRY,Singapore
trenton_franks,10.16.61.179,SEC,in,47:B2:49:2D:FB:1D,ws-trenton_franks,TRENTON,FRANKS,Bangalore
jeannette_pitts,10.14.223.205,Testing,il,30:FB:0E:4D:4B:C6,ws-jeannette_pitts,JEANNETTE,PITTS,Tel Aviv
myron_vazquez,10.8.224.153,Test,ie,4C:D0:E4:52:87:BA,ws-myron_vazquez,MYRON,VAZQUEZ,Galway
sara_watson,10.1.170.75,ServiceAccounts,us,CE:32:D6:B3:8C:7D,ws-sara_watson,SARA,WATSON,Boston
elnora_fletcher,10.6.160.193,Devices,ie,B7:77:9B:BB:B7:05,ws-elnora_fletcher,ELNORA,FLETCHER,Belfast
